ID	Age	Sex	Hand	HK1	HK2	HK3	HK4	HK5	HK6	HK7	HK8	HK9	HK10	HK11	HK12	HK13	HK14	HK15	CONF	PI1	PI2	PI3	PI4	PI5	PI6	PI7	PI8	PI9	PI10	PI11	PI12	PI13	PI14	PI15	PI16	PI17	PI18	PI19	PI20
217	21	Male	R	2	1	4	3	4	5	4	2	2	5	2	4	2	2	2	2	4	2	2	2	1	2	1	2	2	1	1	3	5	1	1	2	4	1	2	1
218	21	Female	R	5	1	1	5	2	5	5	5	5	5	2	4	2	1	1	4	1	1	4	1	1	1	1	4	4	2	1	1	4	1	2	1	4	1	5	2
219	21	Male	R	2	1	2	4	2	5	5	4	4	5	5	4	2	2	4	2	3	4	5	2	1	2	3	4	4	3	2	2	5	2	1	1	4	1	3	1
220	25	Male	R	4	1	2	4	3	5	4	4	4	4	2	4	2	2	3	2	3	4	4	3	2	4	2	4	2	2	2	4	4	2	1	1	3	2	2	2
221	21	Female	R	4	1	2	4	2	5	5	5	5	4	2	4	2	1	2	3	2	1	5	3	1	2	2	4	2	1	1	2	5	1	1	1	4	1	2	2
222	36	Female	R	2	1	3	3	3	5	5	5	2	4	1	5	1	1	5	1	4	1	2	2	2	1	1	4	1	2	2	1	5	1	1	2	2	1	1	1
223	21	Female	R	4	1	1	5	2	5	5	5	4	4	2	3	2	2	3	4	2	4	4	2	2	2	1	4	4	1	2	2	5	2	2	2	4	1	3	2
224	21	Female	R	3	4	3	3	2	5	4	4	4	3	4	3	3	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	4	2	2	2	3	2	2	2
225	22	Male	L	4	1	2	4	4	5	5	5	4	4	2	3	2	2	2	3	2	1	5	2	2	3	1	5	3	2	1	1	5	2	1	1	4	1	3	2
226	18	Male	R	4	1	2	5	3	5	3	5	4	4	3	4	4	3	2	3	2	2	4	2	1	2	1	4	2	2	2	2	4	3	2	1	4	2	2	1
227	21	Male	R	4	1	2	3	2	5	5	4	2	4	3	4	4	2	4	2	2	1	4	4	3	2	1	4	2	2	2	3	3	2	1	1	3	1	2	4
228	21	Male	R	2	1	3	2	4	5	5	4	2	4	2	2	2	2	4	1	4	1	5	2	2	2	1	2	1	2	2	4	5	1	3	1	4	1	2	4
229	20	Female	R	4	1	4	4	2	5	5	5	3	4	5	3	3	3	2	3	2	3	5	2	1	2	1	4	3	1	1	2	5	2	1	1	4	1	2	1
230	23	Male	R	2	1	5	2	5	5	5	5	2	5	4	5	2	4	3	1	5	3	4	3	1	1	4	4	1	1	4	4	5	4	4	5	5	1	2	2
231	19	Male	R	3	1	3	4	3	5	2	4	3	4	5	1	4	2	4	2	4	1	5	2	4	1	1	4	2	2	2	3	5	2	1	1	3	1	2	2
232	22	Male	R	2	2	4	4	2	5	4	5	4	4	4	5	4	1	2	3	2	2	4	2	2	4	1	4	3	4	2	2	4	1	2	2	2	2	4	2
233	21	Male	R	4	1	3	4	3	3	5	2	4	5	4	5	2	2	4	3	2	2	4	2	2	2	1	4	2	2	2	2	5	2	1	2	4	2	3	3
234	21	Female	R	2	2	3	4	2	5	5	5	4	4	4	4	2	2	4	3	3	1	4	2	1	2	3	4	1	3	2	2	5	1	2	1	4	1	3	2
235	20	Male	R	4	1	2	2	4	5	4	2	2	4	5	2	4	2	2	4	2	4	4	4	2	3	2	4	2	2	2	2	2	2	2	2	4	2	3	4
236	19	Female	L	2	1	4	2	4	5	4	5	2	4	5	2	2	1	2	2	3	1	4	2	2	4	1	4	3	1	1	1	3	4	2	1	3	1	1	2
237	19	Female	R	2	2	2	2	3	5	2	4	4	3	5	2	4	2	5	2	3	2	4	2	2	4	1	2	1	3	2	3	3	4	1	2	2	1	2	4
238	19	Male	R	2	1	1	4	2	5	5	5	4	5	4	2	3	1	4	2	3	1	5	2	1	2	1	4	1	2	1	2	5	2	2	4	5	1	1	1
239	19	Female	R	2	1	3	4	3	5	4	5	3	4	4	3	2	1	3	3	2	2	4	2	3	3	1	4	4	2	1	2	4	3	2	1	3	1	2	4
240	22	Male	R	5	3	2	4	3	5	4	1	5	4	4	4	2	1	4	2	4	2	5	4	4	2	3	1	2	4	1	4	4	1	4	2	4	3	5	2
241	22	Male	R	2	1	3	4	4	5	4	5	4	4	4	3	4	2	5	2	2	1	1	4	4	5	2	4	2	4	2	1	5	1	1	1	3	2	1	1
242	21	Female	R	2	1	3	2	2	5	5	5	4	5	2	5	2	1	4	2	4	4	4	3	1	1	1	4	2	1	3	4	5	4	1	1	4	1	2	1
243	23	Male	R	4	1	2	4	2	5	3	3	4	4	4	4	3	1	2	3	2	1	5	1	2	3	1	2	3	1	1	2	5	2	1	1	4	1	2	1
244	23	Male	R	1	1	1	4	2	4	5	5	4	5	2	5	1	1	3	3	3	1	5	1	1	1	1	1	2	3	1	4	5	1	1	1	4	1	2	3
245	24	Male	R	4	1	2	5	2	5	4	5	4	4	5	4	2	2	2	3	2	2	3	1	2	2	1	4	2	2	2	2	4	2	1	2	5	1	2	2
246	22	Male	R	3	4	4	2	3	5	5	5	2	4	4	3	3	2	4	1	3	3	4	4	2	4	2	3	2	3	4	4	3	2	3	3	2	2	3	4
247	18	Female	R	2	1	2	2	4	5	4	4	2	4	5	4	4	2	5	2	3	2	5	2	2	4	1	4	2	1	2	3	5	3	1	1	2	2	2	2
248	23	Male	R	4	1	2	4	2	5	5	5	4	5	2	4	2	2	2	4	2	1	4	2	1	2	1	4	3	1	1	1	5	1	1	1	5	1	4	1
249	19	Female	R	3	1	3	3	3	5	5	5	4	4	5	4	2	2	4	2	3	2	5	1	2	2	2	3	2	1	2	2	4	1	1	1	4	2	3	1
250	22	Female	R	2	1	4	1	5	3	5	2	2	5	5	2	3	4	4	1	5	2	3	2	4	5	2	1	1	4	3	4	2	4	2	2	1	3	1	4
251	18	Male	R	2	4	5	2	5	5	2	5	2	3	1	5	3	1	5	1	5	5	5	5	3	5	3	2	1	5	4	4	4	5	3	4	1	4	3	4
252	20	Female	R	4	1	4	5	4	5	5	5	5	4	4	3	4	2	2	4	2	4	5	2	2	2	1	4	2	1	2	1	5	2	1	2	4	2	4	1
253	21	Male	R	2	1	2	2	4	5	5	5	2	4	1	5	1	2	4	2	4	4	2	1	2	2	3	4	2	2	2	4	4	2	4	1	4	1	1	5
254	18	Female	R	3	1	2	5	1	5	5	5	4	5	4	5	1	1	4	2	2	2	5	4	2	4	1	4	2	1	1	2	4	2	1	1	4	1	2	2
255	22	Female	R	2	1	1	4	2	5	5	5	2	2	4	1	4	1	4	4	2	2	4	1	1	4	1	4	1	2	1	2	4	2	1	1	2	1	2	2
256	18	Male	L	2	2	4	2	2	5	5	5	2	5	2	1	1	1	5	1	4	1	5	1	1	2	1	5	1	2	1	2	5	1	1	1	4	1	2	2
257	22	Female	R	3	1	4	4	2	5	5	5	4	4	5	5	2	2	3	2	3	4	5	2	3	4	2	3	2	4	2	2	5	4	4	3	2	1	1	2
258	22	Female	R	4	1	2	2	4	5	5	5	4	4	2	3	2	1	4	3	4	4	5	1	2	2	1	4	3	4	1	2	5	1	1	4	2	4	2	1
259	22	Male	R	2	1	1	4	2	5	5	5	4	5	2	3	2	1	2	3	3	2	4	1	1	1	1	4	3	1	1	2	5	1	1	1	4	1	3	1
260	19	Female	R	5	4	1	5	4	5	5	5	5	5	5	2	5	2	2	4	2	2	5	2	2	2	1	5	5	2	3	2	5	2	1	2	4	2	4	4
261	21	Female	R	2	3	2	3	4	5	4	4	2	2	5	4	2	3	5	3	3	2	4	2	1	2	1	3	1	3	2	4	4	1	3	3	4	1	2	3
262	18	Female	R	4	2	2	4	3	5	3	4	4	4	3	4	3	2	3	4	2	2	4	3	2	2	1	4	3	2	2	2	4	3	2	2	4	1	2	4
263	19	Female	R	4	1	2	4	2	5	5	5	4	2	4	4	2	1	2	4	2	1	4	2	1	4	1	5	5	1	1	1	4	1	1	1	2	4	2	4
264	23	Male	R	2	1	1	2	3	2	4	4	3	3	2	4	2	4	4	3	1	1	4	1	2	3	1	3	2	2	1	1	4	2	1	1	3	1	2	4
265	19	Female	R	5	1	1	5	1	5	4	5	5	4	5	5	2	1	4	5	1	4	5	4	1	2	1	4	4	2	1	1	4	1	1	1	2	4	2	2
266	19	Male	R	4	1	2	4	2	5	4	4	4	5	4	3	2	2	2	4	2	2	4	2	2	2	2	4	5	2	2	2	5	2	2	2	4	2	4	2
267	21	Female	R	4	1	1	4	2	4	4	5	4	3	1	4	4	2	4	1	5	2	2	4	4	4	4	4	2	4	4	4	2	4	4	4	4	4	4	2
268	21	Female	R	2	2	2	4	2	5	5	5	4	4	5	4	4	2	2	3	3	4	4	2	2	4	2	5	3	1	2	2	5	2	2	1	4	1	2	4
269	22	Female	L	2	1	4	3	4	5	5	4	2	2	4	2	3	2	5	1	3	3	4	4	3	4	4	4	2	3	4	4	5	4	4	4	2	1	1	5
270	22	Female	R	2	2	4	2	4	5	4	4	2	4	5	3	2	4	4	2	4	3	4	4	4	4	3	2	2	3	4	4	4	4	3	2	2	2	2	4
271	21	Female	R	2	3	4	3	4	5	2	4	2	4	2	3	2	2	4	2	4	3	2	4	4	2	1	3	2	4	1	3	5	4	4	4	2	3	3	1
272	21	Male	R	2	1	2	4	2	5	4	3	2	5	4	4	1	1	2	3	2	2	5	4	2	2	1	4	2	2	1	2	4	2	1	1	4	2	2	2
273	19	Male	R	5	5	1	5	1	5	5	5	5	5	3	5	2	1	2	4	3	1	5	1	1	2	1	5	5	1	1	1	5	1	1	1	4	1	4	2
274	18	Female	R	5	1	2	5	2	5	5	5	5	5	5	4	2	1	2	5	2	2	5	2	1	2	2	4	3	2	1	1	5	1	2	1	4	1	2	2
275	19	Female	R	5	1	1	5	2	5	4	5	5	5	2	5	2	2	1	5	2	4	5	1	1	1	1	4	4	1	1	1	5	1	2	1	5	1	3	1
276	20	Female	R	4	1	4	3	4	5	5	5	4	5	3	4	2	1	2	2	2	1	5	1	2	3	1	4	2	4	1	3	5	2	3	1	4	1	3	2
277	21	Male	R	4	1	2	3	2	5	5	5	2	5	4	2	2	2	4	2	4	2	4	4	4	3	1	5	2	2	2	2	5	1	1	1	1	2	1	2
278	18	Female	R	4	2	2	4	2	4	4	4	4	4	2	4	2	4	2	4	3	3	4	2	2	2	1	2	3	2	4	2	5	2	2	2	4	2	2	2
279	24	Female	R	4	2	2	4	4	5	4	4	4	4	2	4	2	2	2	2	2	2	4	2	2	4	1	4	2	2	2	2	4	2	1	2	4	2	2	4
280	21	Female	R	2	1	4	2	4	5	4	4	4	5	2	5	2	1	4	2	4	2	4	2	2	2	2	4	4	2	1	4	5	2	2	2	4	1	2	2
281	18	Female	R	4	1	2	4	2	5	5	5	4	4	5	4	5	1	2	4	2	2	3	2	1	4	2	4	2	1	2	2	4	1	2	2	4	2	3	1
282	23	Male	R	4	1	3	4	2	5	4	5	4	4	3	4	5	1	2	5	2	2	5	4	3	2	1	4	2	1	2	2	4	1	1	1	4	2	4	4
283	23	Male	R	2	1	3	3	4	5	5	5	5	5	1	4	2	1	4	2	3	2	4	4	2	4	1	4	3	4	1	3	5	4	2	2	3	1	2	4
284	19	Female	R	4	1	1	4	3	5	5	5	4	4	4	3	2	1	2	4	2	1	4	2	1	2	1	4	4	1	1	1	4	2	1	1	5	1	2	2
285	21	Male	R	4	1	1	4	2	5	4	5	3	4	3	4	2	1	2	3	2	1	5	2	2	2	1	4	3	2	1	2	4	2	1	1	4	1	4	2
286	21	Male	R	4	1	1	4	2	5	5	5	3	5	3	3	2	1	3	3	2	2	4	2	1	3	1	4	3	1	1	2	5	2	1	2	4	1	3	1
287	22	Male	R	4	1	2	4	2	5	2	5	4	4	3	4	2	2	2	3	3	3	4	2	1	2	1	4	2	2	1	1	5	1	1	1	4	2	2	2
288	19	Female	R	4	1	3	2	4	5	5	5	3	4	4	4	4	2	2	2	3	3	4	2	4	4	1	4	2	3	2	4	4	3	2	3	4	2	2	4
289	19	Female	R	5	4	1	4	4	4	5	5	5	5	4	4	3	2	3	3	3	3	5	2	3	3	1	4	3	3	2	2	4	1	1	1	3	1	2	3
290	20	Female	R	2	1	2	4	5	5	5	3	2	5	5	1	4	1	4	1	4	1	5	4	1	4	1	2	1	2	1	2	2	1	4	1	2	1	1	4
291	23	Female	R	3	1	2	4	3	5	4	4	3	4	5	2	2	1	4	3	2	2	5	2	2	3	1	3	2	1	1	2	2	3	1	1	2	4	1	4
292	18	Female	R	4	2	2	4	4	5	5	3	2	4	4	4	3	3	4	2	3	4	3	4	4	3	3	4	2	3	2	4	4	3	2	4	3	1	2	3
293	20	Male	R	2	1	4	3	4	5	4	5	2	3	2	3	5	3	4	3	4	2	3	3	3	4	2	3	3	3	2	2	3	4	3	1	2	1	2	3
294	20	Male	R	2	1	1	5	3	5	4	5	2	4	3	2	2	1	2	3	3	1	4	2	2	2	1	4	3	1	1	1	4	2	1	2	4	1	2	2
295	21	Female	R	1	4	3	2	4	5	5	4	3	3	1	1	3	3	1	3	4	5	4	1	4	1	1	5	5	1	3	1	5	1	1	1	5	3	3	3
296	21	Male	R	2	1	3	4	2	5	4	2	5	5	2	4	2	1	4	2	3	1	4	2	1	2	1	2	2	1	1	1	5	4	1	1	4	1	2	2
297	20	Male	R	3	3	3	2	2	5	4	4	4	3	4	3	4	2	2	4	2	2	4	2	1	3	1	3	4	2	1	2	3	2	3	1	4	1	3	2
298	19	Female	R	1	4	5	1	5	4	4	1	1	2	5	1	4	5	5	1	4	4	2	4	5	4	4	1	1	5	5	4	4	2	4	4	2	2	2	5
299	22	Male	R	5	2	2	5	2	5	4	5	4	4	1	4	1	1	1	5	1	2	5	1	2	3	1	4	5	2	1	1	5	2	1	1	5	1	4	1
300	18	Male	R	2	1	4	2	5	5	3	5	1	4	5	2	1	1	5	1	4	4	5	5	2	1	1	4	1	1	1	4	5	4	3	3	3	2	1	2
301	19	Male	R	3	2	4	3	2	5	4	2	3	4	1	2	4	4	2	3	3	2	4	2	2	2	1	4	4	2	2	2	2	4	2	2	4	1	3	2
302	20	Male	R	3	1	2	4	2	5	5	4	4	5	2	5	2	1	4	5	2	3	5	2	1	2	1	5	5	2	1	1	4	3	2	1	5	1	3	1
303	18	Female	R	2	1	2	4	4	5	1	5	2	5	5	3	4	1	5	1	5	3	5	4	1	4	4	4	1	2	1	4	5	4	3	1	2	1	1	4
304	22	Female	R	2	4	4	2	4	5	5	5	2	2	4	4	2	2	5	2	4	1	5	2	4	2	1	3	2	2	1	2	5	2	1	1	4	2	2	2
305	20	Male	R	5	1	1	5	1	5	4	5	5	5	2	5	4	4	4	2	2	1	5	1	1	1	1	4	4	1	1	1	5	1	1	1	5	1	5	4
306	19	Female	R	5	2	1	5	2	5	5	5	4	4	2	4	2	2	1	5	1	2	4	2	1	3	1	5	2	2	1	1	4	2	1	1	4	2	3	2
307	21	Female	R	4	4	4	5	1	5	2	2	5	5	4	3	1	1	2	1	5	1	5	1	1	2	1	2	1	1	1	3	4	4	4	1	4	3	1	2
308	18	Male	R	1	2	5	1	5	2	2	2	1	4	4	2	2	5	5	1	5	5	4	5	5	5	5	1	1	5	5	5	4	2	2	2	1	4	1	4
309	23	Female	L	5	1	1	5	2	5	3	5	4	4	2	4	3	1	2	4	1	2	4	1	1	1	1	5	4	1	1	1	5	1	1	1	5	1	3	1
310	21	Female	R	1	1	3	2	4	5	3	4	4	4	4	4	2	1	4	2	3	2	5	3	2	4	2	4	3	2	1	3	4	5	2	2	2	1	1	4
311	24	Male	R	4	1	1	4	2	5	5	5	5	4	1	4	1	1	2	3	4	1	5	1	1	2	1	5	2	1	1	1	5	1	1	1	5	1	4	1
312	23	Female	R	4	2	1	5	3	5	5	5	5	5	3	4	2	1	2	4	2	3	5	2	2	2	1	5	4	2	1	1	4	1	3	1	4	2	4	2
313	22	Male	R	4	1	3	3	4	5	5	5	5	5	2	5	2	1	2	3	3	1	5	3	3	2	1	5	4	3	1	1	5	1	1	1	4	1	4	2
314	20	Female	R	4	2	2	4	3	5	4	4	2	5	4	4	1	1	3	4	2	4	4	2	1	4	1	4	4	3	1	1	5	3	1	1	4	1	2	2
315	22	Female	R	2	1	2	4	2	1	4	5	2	5	4	3	1	1	2	4	2	2	4	1	1	2	2	2	5	1	1	1	5	4	1	1	2	4	2	2
316	22	Female	R	4	1	4	2	4	5	5	5	5	4	4	4	4	2	4	2	3	2	4	4	2	2	2	4	2	2	1	4	4	2	2	2	4	1	2	2
317	21	Female	R	3	1	3	4	3	5	5	5	5	5	5	5	1	1	1	3	3	1	5	3	1	4	1	5	3	1	1	1	5	1	1	1	5	1	5	3
318	18	Female	R	5	1	1	4	3	5	5	5	4	5	5	4	4	2	2	3	2	2	4	2	1	1	1	3	3	2	2	2	4	1	1	2	4	1	4	2
319	21	Female	R	2	2	3	2	4	3	4	2	2	2	2	2	4	4	3	2	4	2	2	4	3	4	1	2	2	3	4	3	3	4	3	2	2	2	2	2
320	20	Female	R	1	1	4	1	4	5	4	2	2	2	5	4	5	3	5	1	5	4	3	5	3	4	1	2	1	3	2	4	5	3	2	2	2	4	1	5
321	25	Male	L	5	2	2	4	4	5	5	5	5	5	2	3	2	2	1	4	2	3	5	2	2	3	2	4	3	2	2	2	4	2	2	1	4	1	4	3
322	19	Male	R	2	1	2	4	3	5	5	5	5	4	3	5	1	1	1	5	1	4	5	1	1	1	1	5	5	3	1	1	4	1	1	1	5	1	4	2
323	24	Female	R	4	2	2	3	2	5	5	5	4	5	5	4	3	1	3	2	3	1	4	3	1	2	2	4	3	1	1	3	5	2	1	4	3	2	2	3
324	21	Female	R	4	1	1	5	2	5	5	5	5	3	2	4	1	2	2	4	2	2	4	2	1	2	1	5	5	2	2	2	4	1	1	1	4	1	3	1
325	20	Male	R	2	1	3	2	4	5	5	4	3	3	4	3	2	1	3	4	2	4	5	2	2	2	2	4	2	2	1	2	3	1	1	2	4	2	2	1
326	26	Male	R	5	1	2	4	1	5	5	5	5	5	3	3	3	1	4	3	3	3	5	1	1	2	1	5	3	3	1	1	5	1	1	1	5	3	4	1
327	22	Male	L	3	2	4	4	4	5	5	5	5	5	2	5	2	1	4	4	1	1	5	4	1	2	1	5	2	1	1	3	5	4	2	1	4	1	2	4
328	19	Male	R	2	1	3	3	4	5	4	4	2	4	5	4	2	3	5	1	3	1	2	4	4	4	4	3	2	4	4	4	4	4	3	5	2	1	2	2
329	23	Female	R	4	2	2	5	2	5	3	4	4	4	5	4	4	4	5	3	2	2	4	2	2	2	1	2	2	4	2	2	5	2	2	2	4	3	4	2
330	18	Male	R	2	2	2	4	2	5	1	4	2	4	5	3	3	2	2	3	3	2	4	2	1	2	1	4	3	2	2	2	5	2	2	2	5	1	2	2
331	19	Male	R	4	3	2	4	3	5	1	4	5	4	5	4	4	5	2	4	2	4	4	4	2	4	2	2	2	4	5	2	4	4	2	2	2	2	4	4
332	21	Male	R	4	1	2	4	3	4	5	4	4	5	1	2	3	1	2	4	3	2	5	2	2	2	2	4	2	2	2	2	4	2	2	2	4	3	4	2
333	23	Male	R	5	1	1	5	1	5	5	5	5	5	5	5	4	1	2	5	2	1	5	1	1	1	1	5	5	1	1	1	5	1	1	1	5	1	4	2
334	18	Male	R	2	2	5	2	4	5	5	4	1	5	4	4	2	5	5	1	4	4	4	4	3	2	4	2	1	4	4	5	5	5	2	4	3	4	2	5
335	20	Female	R	2	2	4	4	2	5	4	4	2	4	4	4	2	4	4	2	3	2	4	2	3	4	2	3	3	2	4	2	4	3	2	2	2	2	2	4
336	21	Female	R	3	2	2	4	4	5	5	5	4	5	4	2	4	2	4	2	3	1	4	4	3	2	1	2	2	2	1	2	2	2	1	1	4	2	2	2
337	20	Female	L	4	1	1	4	2	5	4	4	3	4	4	3	3	2	2	3	3	3	4	2	1	1	1	4	3	1	1	1	3	2	1	1	4	1	3	2
338	22	Female	R	4	1	1	4	4	5	5	5	4	5	5	4	1	1	2	5	2	2	5	1	1	1	1	5	5	1	1	1	4	2	1	1	5	1	4	1
339	23	Male	R	2	1	4	2	5	5	4	4	2	2	4	2	2	4	5	1	4	4	5	5	4	4	5	5	2	4	4	4	2	2	2	2	2	2	1	5
340	20	Male	R	4	1	3	4	4	5	5	5	5	5	3	5	2	2	2	2	2	2	4	3	3	4	4	5	2	3	2	4	5	2	3	4	4	1	3	2
341	19	Female	R	1	1	2	4	1	5	5	5	4	5	4	5	1	1	1	5	1	1	5	1	1	3	1	5	3	1	1	1	4	1	1	1	4	1	2	4
342	24	Male	R	2	1	3	2	4	4	4	4	2	3	3	4	4	2	4	2	3	1	3	3	3	4	2	3	3	3	2	3	4	2	2	2	2	1	1	3
343	21	Male	L	2	1	1	4	2	5	5	4	2	3	4	3	3	2	2	3	2	2	5	2	1	4	1	4	4	2	1	1	4	4	1	2	4	1	2	3
344	21	Male	R	4	1	2	4	1	5	5	4	2	4	1	5	2	1	5	1	3	2	5	4	2	2	1	4	2	1	1	3	5	1	2	1	4	1	3	4
345	19	Male	L	5	1	2	4	2	5	5	4	4	5	1	4	2	1	2	4	2	2	4	2	2	2	1	4	4	2	1	1	4	2	1	1	4	2	3	2
346	21	Male	R	4	2	1	4	2	4	4	5	4	3	1	3	4	2	1	4	2	1	5	3	2	4	2	4	4	1	2	2	4	3	2	3	5	1	2	1
347	19	Female	R	4	1	4	3	3	5	5	5	5	4	5	5	2	1	3	2	4	3	4	3	2	3	2	4	2	2	1	3	4	1	2	1	4	1	4	2
348	20	Female	R	2	2	3	2	2	5	4	5	4	4	3	3	2	3	2	2	2	2	4	3	2	3	1	2	2	2	2	2	3	3	2	2	3	1	3	3
349	19	Male	R	4	1	3	4	3	5	4	4	3	4	5	3	3	1	4	3	2	2	4	2	2	2	2	3	2	2	1	2	5	4	2	2	4	1	2	4
350	22	Male	R	4	1	2	5	2	5	3	5	4	5	2	4	2	1	4	2	3	1	5	1	1	2	1	4	2	1	1	2	5	1	1	1	5	1	3	2
351	21	Male	R	4	1	2	2	3	5	5	5	4	5	4	4	3	2	4	2	3	4	4	2	2	5	1	5	2	3	2	4	4	2	1	1	4	1	4	5
352	19	Male	R	4	1	2	4	4	5	3	5	4	5	2	3	2	4	4	2	3	1	5	3	2	3	4	4	2	3	4	4	4	2	2	3	3	2	2	2
353	21	Male	R	2	2	5	4	4	4	4	5	3	4	4	4	4	4	5	1	4	2	4	4	5	4	5	4	2	4	4	5	4	3	5	4	2	4	1	4
354	19	Female	R	1	1	3	1	5	3	5	3	1	5	5	5	4	2	5	1	5	4	4	4	1	4	1	2	1	2	4	5	5	5	1	3	3	1	1	5
355	21	Male	R	5	2	1	5	1	5	4	5	4	3	5	3	5	3	4	1	3	2	5	2	3	2	4	5	4	2	1	1	4	2	1	2	4	2	3	1
356	21	Male	R	3	1	2	4	2	5	4	5	2	4	5	4	2	1	1	4	2	2	5	2	2	2	2	4	3	1	2	2	5	1	1	2	5	1	2	1
357	19	Male	R	3	1	4	2	4	5	4	4	4	4	3	4	2	1	5	2	4	2	5	5	2	2	2	3	2	2	2	2	5	2	1	2	3	2	2	2
358	23	Female	R	2	1	1	4	3	5	3	4	2	3	5	3	3	2	4	2	2	2	5	2	1	3	1	4	2	2	1	1	4	2	1	1	3	1	2	4
359	19	Female	R	4	1	2	4	4	5	2	5	3	4	2	4	2	4	2	4	2	2	2	4	3	3	4	4	4	4	3	3	3	2	4	2	4	2	2	2
360	24	Male	R	4	2	4	2	3	1	2	4	2	4	4	4	2	2	4	1	4	4	2	4	2	4	2	2	4	2	3	3	4	4	4	1	2	2	1	3
361	19	Male	R	5	1	1	4	1	5	5	5	5	5	2	5	1	1	1	4	1	1	5	1	1	1	1	5	3	1	1	1	5	1	1	1	5	1	4	1
362	19	Female	R	3	1	1	4	2	5	5	5	3	4	4	4	3	1	3	4	2	3	5	3	2	4	1	3	4	3	1	1	4	4	1	1	3	1	4	4
363	18	Male	R	4	1	2	4	2	5	2	4	3	4	4	3	2	2	2	4	2	4	4	2	2	3	2	4	4	2	2	2	4	4	2	2	4	2	2	3
364	23	Female	R	2	1	1	4	2	5	5	5	4	5	2	2	1	1	1	4	2	1	5	2	1	2	1	5	5	1	1	1	4	2	1	1	4	1	3	1
365	22	Male	R	4	1	3	4	2	5	5	5	4	4	2	3	3	1	4	4	2	2	4	3	2	3	1	4	3	2	3	3	4	4	2	2	3	1	2	2
366	21	Female	R	4	2	2	4	1	5	5	5	5	4	2	4	2	1	2	4	2	1	5	2	1	4	1	4	4	1	1	1	5	1	1	1	5	2	4	2
367	20	Female	R	2	1	1	4	2	5	2	5	5	5	2	4	2	2	4	2	3	2	5	2	2	2	1	4	1	2	2	2	5	2	2	1	4	2	1	4
368	21	Female	R	3	1	1	4	2	5	5	5	3	5	4	5	1	1	2	2	3	1	4	1	1	1	1	4	3	1	1	1	5	1	1	1	4	5	5	1
369	21	Male	R	2	3	4	2	4	5	5	4	2	3	4	3	3	2	4	1	4	2	3	3	4	4	3	3	2	2	3	4	3	3	3	2	2	2	2	3
370	19	Male	L	2	1	4	2	2	5	2	5	4	5	5	4	1	2	4	1	3	4	5	2	2	5	2	2	1	1	1	1	5	2	2	2	2	1	2	1
371	28	Male	R	2	2	4	2	4	5	2	4	2	3	3	2	4	2	4	2	4	2	2	4	4	4	2	2	2	3	2	4	2	2	4	3	2	4	2	4
372	21	Female	R	4	1	2	3	2	5	4	5	4	5	4	3	2	2	4	3	2	2	4	3	2	3	1	4	2	1	2	3	3	3	2	2	2	2	3	3
373	20	Female	R	4	2	3	4	2	5	5	5	4	5	4	3	2	1	1	2	1	1	5	2	1	2	1	4	3	2	1	1	5	2	3	2	4	1	3	2
374	22	Male	R	4	1	1	4	2	5	5	5	4	5	2	5	2	1	1	4	1	2	5	1	1	2	1	4	4	1	1	3	5	2	1	1	3	1	3	2
375	20	Female	R	2	1	4	2	5	5	2	4	2	2	2	2	5	5	5	1	4	3	4	2	4	5	5	2	1	2	5	5	4	2	4	3	2	3	1	4
376	23	Female	R	2	1	1	5	2	5	5	5	5	5	2	4	2	2	2	4	2	1	4	1	1	1	1	5	4	1	1	1	4	2	1	1	4	1	2	4
377	21	Male	R	4	1	1	5	2	5	5	5	5	5	4	4	1	1	1	4	1	1	5	2	1	2	1	5	4	1	1	1	5	3	1	1	5	1	5	1
378	22	Female	R	1	4	5	1	5	5	4	5	1	4	3	2	2	3	5	1	5	5	4	2	2	5	4	4	2	3	3	5	4	4	4	3	1	2	1	5
379	21	Female	R	2	1	4	4	4	5	5	2	3	4	4	4	2	1	4	2	3	2	3	4	2	4	4	2	1	3	4	4	3	2	2	1	2	2	1	4
380	19	Female	R	1	1	2	2	5	4	5	4	1	4	5	4	2	4	5	1	4	1	4	2	5	4	4	3	1	3	5	4	5	1	1	2	1	1	1	5
381	19	Female	R	4	1	1	2	4	5	4	4	4	4	5	3	4	2	5	1	3	4	5	5	4	1	1	4	2	2	1	2	5	4	1	1	5	1	2	2
382	20	Male	R	3	1	2	3	4	5	5	5	4	5	3	4	2	3	2	3	2	2	5	2	3	4	1	4	3	3	3	2	5	1	1	1	4	2	2	4
383	20	Male	R	4	1	2	4	2	5	5	5	4	4	5	4	2	2	2	4	2	2	4	2	1	3	1	5	4	2	2	2	5	2	1	2	4	2	2	2
384	18	Female	R	4	2	2	2	2	5	4	4	2	2	5	4	2	3	4	4	2	4	4	2	2	4	1	4	4	2	3	2	4	2	1	1	4	2	2	4
385	19	Female	R	3	4	3	2	4	5	4	5	4	4	4	3	4	2	3	2	3	3	4	2	2	2	2	4	2	3	1	3	3	4	3	3	3	1	4	2
386	19	Female	R	3	1	2	4	2	5	4	5	4	4	2	2	3	1	4	4	2	4	5	2	1	4	1	4	4	1	1	3	5	2	2	2	2	3	1	2
